λ,Lq,s,μ,ρ,Wq
7.946199894,11.82269955,2,8.5694,0.4636,0.0357
1.814499974,14.80179977,3,1.9298,0.3134,0.0302
4.394000053,4.197400093,6,5.2673,0.139,0.0002
5.998300076,2.004800081,4,8.1897,0.1831,0.001
6.432600021,11.49510002,10,6.9505,0.0925,0
7.804299831,9.91989994,9,8.5246,0.1017,0
6.813000202,2.85739994,3,8.6837,0.2615,0.0045
1.365700006,13.32359982,5,1.4615,0.1869,0.0027
12.10929966,3.773999929,9,14.7445,0.0913,0
10.22490025,14.12150002,5,10.9039,0.1875,0.0004
8.57820034,3.894399881,4,10.3958,0.2063,0.001
8.06799984,11.66040039,3,8.709,0.3088,0.0065
8.768600464,9.840999603,10,9.5838,0.0915,0
15.20870018,18.04140091,6,16.0095,0.1583,0.0001
7.880599976,3.021300077,3,9.9471,0.2641,0.004
9.823399544,18.43149948,8,10.3302,0.1189,0
1.875,2.440399885,7,2.4605,0.1089,0.0001
14.93490028,16.37689972,2,15.7971,0.4727,0.0203
10.33290005,12.51350021,3,11.1015,0.3103,0.0051
19.14710045,4.115099907,6,23.0176,0.1386,0
9.064700127,15.87860012,9,9.6035,0.1049,0
16.12940025,17.88769913,8,16.9856,0.1187,0
19.46980095,11.20890045,5,21.0745,0.1848,0.0002
10.85109997,18.25250053,2,11.4162,0.4753,0.0284
12.64579964,16.02499962,6,13.391,0.1574,0.0001
11.56540012,15.39620018,8,12.2733,0.1178,0
8.247900009,14.5078001,7,8.7818,0.1342,0
7.544300079,19.4470005,3,7.9141,0.3178,0.0076
7.09829998,10.31099987,8,7.7304,0.1148,0
8.5625,15.78709984,9,9.0743,0.1048,0
4.545499802,4.373300076,7,5.4176,0.1199,0.0001
13.13239956,5.364799976,9,15.2415,0.0957,0
8.574000359,17.73089981,3,9.033,0.3164,0.0066
19.48760033,10.00759983,6,21.2716,0.1527,0.0001
5.663099766,19.33060074,5,5.9423,0.1906,0.0007
3.318099976,2.734299898,6,4.2627,0.1297,0.0002
7.396699905,18.84129906,7,7.7704,0.136,0.0001
14.25409985,3.067500114,3,17.9451,0.2648,0.0022
6.822599888,4.467599869,10,8.1077,0.0841,0
11.1008997,17.3465004,9,11.7077,0.1054,0
15.56190014,5.761300087,6,17.909,0.1448,0.0001
5.822599888,4.03910017,2,7.0185,0.4148,0.034
10.66829967,1.434800029,10,15.7157,0.0679,0
3.277199984,4.054900169,5,3.9481,0.166,0.0007
19.23730087,12.17259979,3,20.7056,0.3097,0.0027
2.700299978,16.05719948,8,2.8591,0.1181,0
17.76589966,18.44499969,10,18.6819,0.0951,0
3.94020009,16.77569962,5,4.1625,0.1893,0.001
7.262000084,3.319299936,3,9.0228,0.2683,0.0046
18.44149971,6.318999767,1,21.0039,0.878,0.3427
17.10339928,0.273600012,2,42.3497,0.2019,0.0015
8.980099678,18.48719978,7,9.4421,0.1359,0
18.6473999,6.008100033,3,21.3573,0.291,0.0023
5.147200108,16.08419991,2,5.4495,0.4723,0.0586
14.59029961,18.25849915,1,15.3499,0.9505,1.2514
14.58380032,11.23050022,10,15.7837,0.0924,0
19.07649994,18.60810089,4,20.0518,0.2378,0.0007
14.96529961,10.67520046,10,16.2559,0.0921,0
4.558199883,0.300199986,1,10.905,0.418,0.0659
7.7354002,6.109099865,1,8.843,0.8747,0.7898
5.404399872,1.050899982,8,8.6263,0.0783,0
19.59079933,9.476699829,7,21.4765,0.1303,0
17.26049995,0.861400008,9,29.1325,0.0658,0
13.71549988,13.28909969,4,14.6798,0.2336,0.001
15.15779972,4.830599785,6,17.826,0.1417,0.0001
14.76519966,15.93599987,2,15.6399,0.472,0.0204
14.37250042,10.96759987,3,15.5813,0.3075,0.0036
10.60169983,11.99890041,10,11.4218,0.0928,0
3.03550005,3.003999949,7,3.8353,0.1131,0.0001
10.77719975,7.562799931,3,12.0515,0.2981,0.0043
12.4914999,8.206700325,6,13.863,0.1502,0.0001
14.76869965,0.529500008,6,28.9819,0.0849,0
2.408200026,0.190099999,9,6.8572,0.039,0
3.962300062,5.929500103,4,4.5449,0.218,0.0026
16.63629913,6.729000092,9,18.8216,0.0982,0
14.38770008,6.234600067,7,16.4109,0.1252,0
1.818300009,2.57069993,8,2.3627,0.0962,0
5.202700138,6.670700073,5,5.8915,0.1766,0.0006
10.74800014,7.247499943,5,12.0687,0.1781,0.0003
16.92709923,15.52999973,1,17.9547,0.9428,0.9175
11.48009968,7.889699936,10,12.7865,0.0898,0
11.42759991,9.483699799,8,12.5268,0.114,0
5.18930006,7.03760004,10,5.8441,0.0888,0
1.651900053,3.894399881,9,2.0019,0.0917,0
15.7798996,15.45400047,1,16.7423,0.9425,0.9793
15.11310005,8.128399849,10,16.787,0.09,0
8.24489975,9.93710041,4,9.0046,0.2289,0.0015
5.124199867,5.868599892,5,5.8845,0.1742,0.0006
1.77579999,16.13260078,10,1.8798,0.0945,0
13.78219986,0.426899999,5,29.082,0.0948,0
16.62140083,16.34639931,8,17.5826,0.1182,0
16.70289993,5.056300163,4,19.5283,0.2138,0.0006
6.697700024,2.35710001,4,8.8485,0.1892,0.001
19.50469971,18.26399994,10,20.5198,0.0951,0
5.947100163,13.22840023,6,6.367,0.1557,0.0002
7.043700218,4.12349987,7,8.4651,0.1189,0
13.44760036,18.12170029,1,14.1527,0.9502,1.3476
11.39729977,17.58709908,8,12.0122,0.1186,0
16.2723999,4.108500004,1,19.5663,0.8317,0.2525
13.59930038,14.7986002,1,14.4634,0.9403,1.0882
17.0991993,8.983099937,1,18.8279,0.9082,0.5254
2.123600006,8.405799866,5,2.3517,0.1806,0.0015
9.569499969,19.0746994,1,10.0473,0.9524,1.9933
17.11910057,7.872700214,4,19.071,0.2244,0.0007
15.39799976,12.06029987,7,16.5835,0.1326,0
9.393899918,4.792500019,7,11.0589,0.1213,0
12.23219967,4.777200222,10,14.4063,0.0849,0
8.149600029,3.199399948,3,10.1873,0.2667,0.004
18.26160049,6.035099983,7,20.9049,0.1248,0
8.465800285,14.8817997,7,9.0009,0.1344,0
10.57670021,14.4289999,1,11.2649,0.9389,1.3642
15.53409958,19.69449997,6,16.2864,0.159,0.0001
19.2791996,1.151499987,3,30.0285,0.214,0.0008
17.64319992,10.87110043,7,19.1393,0.1317,0
17.34070015,17.80550003,10,18.2653,0.0949,0
1.91260004,5.336699963,8,2.2212,0.1076,0
5.212200165,9.216300011,5,5.7269,0.182,0.0006
12.77729988,19.02020073,3,13.417,0.3174,0.0045
5.18380022,11.24450016,5,5.6098,0.1848,0.0007
6.222199917,7.166900158,9,6.9945,0.0988,0
3.493599892,13.59840012,8,3.734,0.117,0
12.76620007,9.651200294,2,13.9746,0.4568,0.0212
11.18760014,7.646500111,9,12.4974,0.0995,0
1.196799994,1.288699985,2,1.8106,0.3305,0.0829
15.72840023,19.22970009,9,16.5077,0.1059,0
13.05449963,7.149000168,2,14.6785,0.4447,0.0189
13.35550022,6.474299908,10,15.1714,0.088,0
16.86700058,2.868099928,2,21.4841,0.3925,0.0099
8.193499565,2.604199886,3,10.6207,0.2572,0.0035
14.13389969,19.96080017,2,14.8097,0.4772,0.0221
16.1128006,3.753400087,6,19.6355,0.1368,0
17.06069946,16.13349915,2,18.0597,0.4723,0.0177
16.33769989,1.778599977,2,22.8931,0.3568,0.0076
12.04319954,10.59640026,4,13.0889,0.23,0.001
2.806600094,2.07159996,4,3.8057,0.1844,0.0021
3.902199984,4.376100063,9,4.6504,0.0932,0
2.281399965,6.371900082,1,2.596,0.8788,2.793
7.867599964,5.628099918,7,9.079,0.1238,0
2.206099987,0.579299986,8,4.2043,0.0656,0
8.31289959,19.94930077,2,8.7106,0.4772,0.0376
16.31719971,7.565899849,5,18.2459,0.1789,0.0002
17.23959923,5.690599918,7,19.8683,0.124,0
3.002099991,4.98939991,9,3.5159,0.0949,0
4.511199951,14.26920033,6,4.8078,0.1564,0.0003
16.40940094,8.104700089,9,18.2317,0.1,0
3.83829999,15.48120022,3,4.072,0.3142,0.0144
1.307500005,17.57729912,6,1.3781,0.1581,0.0009
14.51220036,7.814199924,7,16.1781,0.1281,0
10.6942997,12.29500008,10,11.503,0.093,0
2.889800072,13.75959969,9,3.0864,0.104,0
10.15680027,7.180900097,5,11.4153,0.178,0.0003
3.627799988,0.125400007,10,12.2178,0.0297,0
9.979999542,16.00580025,3,10.5688,0.3148,0.0056
16.66710091,3.348200083,2,20.6792,0.403,0.0108
12.00660038,19.20050049,10,12.6024,0.0953,0
3.967000008,19.80620003,9,4.1581,0.106,0
18.24640083,16.66880035,5,19.2822,0.1893,0.0002
4.989900112,1.131600022,2,7.808,0.3195,0.018
6.235499859,5.599199772,1,7.2,0.866,0.898
9.935500145,14.52280045,10,10.5781,0.0939,0
4.145500183,3.278100014,1,5.1612,0.8032,0.7908
8.725000381,8.057200432,8,9.6991,0.1124,0
18.64349937,14.90209961,8,19.8203,0.1176,0
6.735899925,1.003600001,3,10.8881,0.2062,0.0022
5.500899792,6.390500069,8,6.2576,0.1099,0
7.285999775,19.13470078,8,7.6487,0.1191,0
15.95300007,2.197400093,3,21.3721,0.2488,0.0016
17.86779976,15.03960037,10,18.9859,0.0941,0
5.808300018,8.124899864,4,6.4519,0.2251,0.002
4.133299828,13.43640041,5,4.4209,0.187,0.0009
10.30790043,19.13529968,9,10.821,0.1058,0
19.62759972,1.484400034,2,28.6775,0.3422,0.0056
19.73509979,12.16320038,1,21.2425,0.929,0.6163
17.27420044,4.097099781,3,20.7792,0.2771,0.0021
11.77420044,3.92869997,9,14.2504,0.0918,0
7.608500004,4.254000187,6,9.1034,0.1393,0.0001
7.620600224,13.7493,10,8.1395,0.0936,0
12.76290035,8.313899994,8,14.1478,0.1128,0
18.8397007,11.35299969,10,20.3742,0.0925,0
6.200600147,16.32679939,1,6.5596,0.9453,2.6331
17.9762001,9.690099716,8,19.6714,0.1142,0
9.200499535,17.34670067,9,9.7034,0.1054,0
8.913999557,2.746099949,6,11.4427,0.1298,0.0001
2.09100008,9.744000435,10,2.2872,0.0914,0
6.984899998,8.354499817,8,7.7395,0.1128,0
11.23499966,6.517799854,10,12.7535,0.0881,0
4.828700066,16.00849915,4,5.1135,0.2361,0.0028
10.76360035,5.60890007,5,12.4259,0.1732,0.0003
19.00180054,19.67420006,8,19.923,0.1192,0
19.06110001,5.211900234,5,22.2011,0.1717,0.0001
8.337100029,15.60289955,1,8.841,0.943,1.8715
9.998999596,4.08769989,2,12.0318,0.4155,0.0199
6.053500175,5.143400192,7,7.0623,0.1225,0
18.92060089,6.876299858,10,21.3581,0.0886,0
9.614700317,2.554800034,5,12.5076,0.1537,0.0002
6.375,14.40880013,5,6.7904,0.1878,0.0006
8.338999748,7.818799973,6,9.2958,0.1495,0.0001
11.60210037,19.02070045,5,12.183,0.1905,0.0003
15.7585001,4.4520998,10,18.7356,0.0841,0
6.76609993,4.863299847,5,7.9502,0.1702,0.0004
11.72869968,2.319299936,5,15.5444,0.1509,0.0001
2.940900087,13.2173996,7,3.1487,0.1334,0.0001
3.28760004,5.445099831,10,3.8088,0.0863,0
8.843600273,12.8046999,2,9.4874,0.4661,0.0326
14.2652998,4.82679987,3,16.7781,0.2834,0.0028
13.31949997,15.1012001,7,14.1498,0.1345,0
3.642999887,16.24690056,6,3.8549,0.1575,0.0003
10.57590008,14.64900017,2,11.2543,0.4699,0.028
16.66290092,3.085400105,2,20.9569,0.3976,0.0104
11.16699982,14.36929989,5,11.8965,0.1877,0.0003
17.68729973,4.132599831,4,21.2497,0.2081,0.0005
19.72789955,15.87460041,8,20.9009,0.118,0
12.80790043,6.401599884,5,14.567,0.1758,0.0002
17.45940018,14.78149986,1,18.5699,0.9402,0.8466
6.20539999,2.940299988,4,7.8696,0.1971,0.0012
6.361899853,1.022699952,8,10.2303,0.0777,0
18.25839996,15.64459991,5,19.3591,0.1886,0.0002
1.219799995,4.160099983,4,1.4641,0.2083,0.0073
13.40359974,3.070300102,6,16.8718,0.1324,0
7.336500168,3.696799994,4,8.9612,0.2047,0.0011
3.744400024,13.24610043,10,4.0085,0.0934,0
3.017999887,4.389800072,5,3.5951,0.1679,0.0008
5.41050005,1.485499978,6,7.9038,0.1141,0.0001
2.807699919,16.56279945,3,2.9681,0.3153,0.0199
18.66760063,13.20009995,8,19.9884,0.1167,0
11.47070026,1.417999983,4,16.9463,0.1692,0.0004
12.77630043,11.71140003,7,13.7872,0.1324,0
1.728000045,1.34920001,10,2.5844,0.0669,0
10.6019001,11.0635004,2,11.4864,0.4615,0.0264
10.74139977,15.25430012,2,11.4046,0.4709,0.0278
6.973199844,13.83570004,6,7.4452,0.1561,0.0002
13.34700012,18.84720039,3,14.0211,0.3173,0.0043
5.79279995,13.9552002,10,6.1818,0.0937,0
9.040499687,9.970999718,9,9.8709,0.1018,0
4.895299911,4.508900166,5,5.8101,0.1685,0.0005
18.71100044,18.91010094,5,19.653,0.1904,0.0002
4.657800198,10.55690002,9,5.0636,0.1022,0
10.12549973,3.702899933,10,12.3648,0.0819,0
2.358400106,6.943999767,1,2.6596,0.8868,2.9444
18.16340065,10.45409966,3,19.7604,0.3064,0.0028
10.28629971,1.112800002,9,16.1674,0.0707,0
3.800499916,18.64730072,4,3.9944,0.2379,0.0037
2.600399971,0.916100025,10,4.3122,0.0603,0
2.844099998,11.45759964,4,3.0738,0.2313,0.0045
18.93950081,7.429500103,3,21.2153,0.2976,0.0024
13.41660023,11.06389999,9,14.5359,0.1026,0
6.780900002,12.76340008,4,7.276,0.233,0.0019
2.190299988,18.96170044,7,2.3003,0.136,0.0002
10.55049992,2.876100063,6,13.4319,0.1309,0.0001
10.37170029,1.274999976,7,15.734,0.0942,0
4.481500149,5.386099815,4,5.1988,0.2155,0.0022
17.43589973,19.06979942,7,18.3067,0.1361,0
15.22430038,2.384299994,10,20.0683,0.0759,0
18.61070061,3.665400028,3,22.7621,0.2725,0.0019
2.205499887,8.247099876,10,2.4466,0.0901,0
12.11149979,16.94799995,8,12.7883,0.1184,0
8.737700462,12.44830036,6,9.3908,0.1551,0.0001
10.12520027,16.68230057,5,10.6996,0.1893,0.0004
13.87839985,7.371900082,3,15.5578,0.2974,0.0033
16.54490089,6.824800014,2,18.6908,0.4426,0.0147
17.03949928,1.124600053,9,26.7066,0.0709,0
9.453900337,12.83549976,5,10.1406,0.1865,0.0004
13.34710026,15.34819984,1,14.1664,0.9422,1.1499
4.360499859,1.99119997,6,5.9621,0.1219,0.0001
11.75030041,8.032400131,6,13.0659,0.1499,0.0001
8.182200432,8.697299957,9,9.0342,0.1006,0
19.88089943,1.326599956,1,29.8592,0.6658,0.0667
15.97980022,4.800700188,3,18.8079,0.2832,0.0025
14.66259956,14.35330009,1,15.6214,0.9386,0.9789
12.44229984,14.90229988,8,13.2277,0.1176,0
12.67059994,1.019999981,5,20.3899,0.1243,0.0001
16.12100029,16.66939926,3,17.0362,0.3154,0.0035
12.24069977,12.83160019,10,13.13,0.0932,0
14.41359997,6.147999763,9,16.4658,0.0973,0
16.32889938,6.70359993,5,18.4811,0.1767,0.0002
17.29920006,8.075699806,7,19.2266,0.1285,0
3.120800018,17.7737999,9,3.2875,0.1055,0
1.822000027,11.19400024,10,1.9724,0.0924,0
15.39070034,17.21529961,8,16.2381,0.1185,0
13.3263998,8.560700417,5,14.7343,0.1809,0.0002
7.611100197,15.04899979,3,8.0871,0.3137,0.0072
5.440599918,2.862600088,10,6.9322,0.0785,0
1.812299967,7.955699921,3,2.017,0.2995,0.026
7.811600208,16.72789955,9,8.2536,0.1052,0
1.191499949,12.08899975,8,1.283,0.1161,0.0001
13.58909988,8.038700104,3,15.1095,0.2998,0.0035
3.472300053,0.887499988,10,5.8104,0.0598,0
4.660399914,10.24330044,1,5.078,0.9178,2.1979
19.01390076,7.887800217,3,21.1781,0.2993,0.0025
19.63430023,17.66930008,9,20.6889,0.1054,0
17.67079926,14.53619957,3,18.8127,0.3131,0.0031
17.57559967,15.83549976,9,18.6231,0.1049,0
13.40200043,3.002099991,6,16.9349,0.1319,0
12.48970032,16.76440048,2,13.1949,0.4733,0.0243
1.630200028,13.98970032,2,1.7394,0.4686,0.1803
3.556699991,19.29529953,2,3.7324,0.4765,0.0874
15.35149956,9.550999641,8,16.8186,0.1141,0
5.115799904,14.39620018,6,5.4494,0.1565,0.0002
14.99440002,0.898299992,4,25.0042,0.1499,0.0002
5.39989996,15.47640038,4,5.7288,0.2356,0.0025
11.02970028,1.216199994,9,16.936,0.0724,0
6.019899845,13.69939995,1,6.4312,0.936,2.2757
1.329399943,3.474900007,2,1.6396,0.4054,0.1386
9.198699951,18.2947998,9,9.6767,0.1056,0
8.276100159,3.24180007,10,10.3229,0.0802,0
9.756099701,1.871299982,7,13.5186,0.1031,0
6.622900009,6.494900227,5,7.5209,0.1761,0.0004
10.84309959,10.72900009,10,11.7738,0.0921,0
8.101900101,2.434499979,4,10.6368,0.1904,0.0008
6.425700188,0.171700001,7,19.0494,0.0482,0
17.7845993,1.296200037,6,26.8669,0.1103,0
6.520100117,14.81999969,1,6.9338,0.9403,2.273
14.19019985,17.16340065,8,14.9737,0.1185,0
10.17650032,13.9229002,8,10.8613,0.1171,0
10.14599991,15.77929974,6,10.7527,0.1573,0.0001
2.21359992,1.671200037,8,3.1457,0.088,0
4.395999908,7.360099792,7,4.9287,0.1274,0.0001
11.70330048,2.509599924,10,15.276,0.0766,0
13.96070004,4.406899929,9,16.6215,0.0933,0
4.204500198,1.448899984,3,6.1791,0.2268,0.0046
16.24609947,4.518700123,5,19.2762,0.1686,0.0002
6.747900009,9.37899971,8,7.4036,0.1139,0
9.903800011,18.2045002,7,10.4208,0.1358,0
9.570199966,13.38129997,5,10.2387,0.1869,0.0004
4.43930006,1.69599998,1,6.2874,0.7061,0.382
5.598700047,12.04100037,7,6.0304,0.1326,0.0001
14.57250023,14.76000023,7,15.5007,0.1343,0
15.68540001,15.75959969,10,16.6245,0.0944,0
2.346199989,3.511100054,3,2.8889,0.2707,0.0145
4.591400146,12.06779957,2,4.9447,0.4643,0.0621
13.98589993,8.223799706,2,15.5186,0.4506,0.0185
10.72140026,15.93729973,4,11.3565,0.236,0.0013
17.50909996,16.14550018,7,18.5336,0.135,0
14.60820007,5.094099998,8,17.0633,0.107,0
11.0848999,19.30870056,2,11.632,0.4765,0.028
2.146500111,0.33039999,7,4.9587,0.0618,0
3.14260006,17.34350014,1,3.3144,0.9482,5.5188
13.57820034,10.81729984,9,14.7349,0.1024,0
16.23220062,5.290100098,4,18.8715,0.215,0.0006
7.225800037,4.417399883,10,8.6002,0.084,0
19.63290024,6.411600113,7,22.3257,0.1256,0
12.9776001,2.997100115,5,16.4033,0.1582,0.0002
18.71269989,10.00599957,4,20.426,0.229,0.0007
5.521399975,2.739300013,6,7.0909,0.1298,0.0001
16.03800011,14.2191,7,17.0961,0.134,0
10.32929993,19.4557991,4,10.8354,0.2383,0.0014
15.23270035,13.85669994,4,16.2624,0.2342,0.0009
5.392099857,18.89970016,4,5.6637,0.238,0.0026
10.58790016,13.19750023,3,11.3371,0.3113,0.0051
17.70319939,12.0781002,6,19.0643,0.1548,0.0001
19.42070007,3.8052001,3,23.6175,0.2741,0.0018
15.49359989,15.56449986,9,16.4322,0.1048,0
5.184400082,7.341100216,1,5.8141,0.8917,1.416
14.21590042,16.81130028,4,15.0164,0.2367,0.001
14.3270998,3.376699924,6,17.7515,0.1345,0
16.27869987,4.462299824,5,19.348,0.1683,0.0002
13.90139961,2.20630002,2,18.6084,0.3735,0.0103
12.53100014,3.665199995,7,15.3263,0.1168,0
18.9239006,2.659300089,4,24.435,0.1936,0.0004
7.496799946,16.38409996,4,7.9294,0.2364,0.0018
15.4843998,14.91250038,10,16.4611,0.0941,0
11.35900021,6.711999893,2,12.8545,0.4418,0.0213
2.60529995,8.303199768,9,2.8883,0.1002,0
17.6942997,11.18340015,8,19.1558,0.1155,0
19.85090065,4.141200066,4,23.842,0.2082,0.0004
4.95720005,14.08650017,1,5.2872,0.9376,2.8416
8.687000275,13.52140045,10,9.2879,0.0935,0
18.71450043,7.776199818,5,20.8723,0.1793,0.0002
1.590199947,0.136500001,8,5.1721,0.0384,0
11.62969971,17.98600006,8,12.2439,0.1187,0
11.90699959,8.089300156,2,13.2316,0.4499,0.0216
11.19750023,14.14099979,1,11.9401,0.9378,1.2629
4.463600159,14.7052002,6,4.7489,0.1567,0.0003
7.227799892,4.670199871,5,8.538,0.1693,0.0004
3.924900055,8.34469986,2,4.3493,0.4512,0.0661
15.08030033,17.31889915,8,15.9058,0.1185,0
17.9041996,11.21619987,6,19.379,0.154,0.0001
10.64920044,4.461400032,9,12.6574,0.0935,0
2.822299957,7.188099861,5,3.1717,0.178,0.0011
3.096899986,13.41329956,1,3.3127,0.9348,4.3312
5.517000198,14.60140038,8,5.872,0.1174,0
17.33880043,1.744300008,7,24.4019,0.1015,0
5.602499962,4.082399845,5,6.7428,0.1662,0.0004
5.277900219,17.5904007,10,5.5626,0.0949,0
9.578800201,1.354799986,5,14.3111,0.1339,0.0001
8.788399696,4.966300011,3,10.2985,0.2845,0.0045
16.6909008,15.05280018,7,17.7345,0.1345,0
4.451000214,14.07849979,6,4.7474,0.1563,0.0003
8.538299561,9.533100128,2,9.3557,0.4563,0.0315
19.03650093,16.63710022,2,20.1191,0.4731,0.0159
19.43449974,2.687400103,1,25.046,0.776,0.1383
2.740799904,6.168700218,5,3.1299,0.1751,0.0011
2.516200066,8.755299568,4,2.7766,0.2266,0.0047
11.16860008,3.328900099,4,13.8702,0.2013,0.0007
4.602600098,6.136499882,8,5.259,0.1094,0
12.06849957,6.214600086,4,13.7704,0.2191,0.0009
3.804899931,10.20330048,7,4.147,0.1311,0.0001
19.81690025,5.676599979,9,22.8451,0.0964,0
17.8859005,11.11299992,10,19.3719,0.0923,0
6.652599812,5.632100105,1,7.6763,0.8666,0.8466
8.368800163,16.62100029,6,8.8452,0.1577,0.0001
8.66079998,8.377300262,4,9.5941,0.2257,0.0013
17.39730072,19.89229965,1,18.2318,0.9542,1.1434
8.508000374,4.899799824,6,9.9872,0.142,0.0001
5.344200134,12.31509972,10,5.7477,0.093,0
12.92609978,10.19089985,5,14.0897,0.1835,0.0003
16.17140007,1.312299967,3,24.354,0.2213,0.0011
1.94690001,3.558599949,8,2.3922,0.1017,0
5.539000034,13.15480042,1,5.9322,0.9337,2.3749
15.88599968,13.93959999,2,16.9539,0.4685,0.0185
15.66479969,0.773400009,7,27.2908,0.082,0
19.07799911,10.21210003,1,20.7922,0.9176,0.5353
12.93340015,16.57169914,8,13.6717,0.1182,0
15.36019993,16.50819969,9,16.2402,0.1051,0
15.25590038,10.23840046,1,16.6234,0.9177,0.6711
16.30730057,12.52639961,6,17.5191,0.1551,0.0001
15.17920017,11.56000042,4,16.3949,0.2315,0.0008
14.21549988,18.84399986,10,14.9336,0.0952,0
2.744999886,18.23279953,2,2.8881,0.4752,0.1122
16.83720016,7.229800224,10,18.9107,0.089,0
12.10000038,8.676199913,5,13.3628,0.1811,0.0003
10.86530018,15.95660019,4,11.5082,0.236,0.0013
1.854300022,19.84449959,10,1.9435,0.0954,0
6.167399883,10.11349964,8,6.7265,0.1146,0
6.191500187,10.03960037,7,6.7566,0.1309,0.0001
8.770199776,6.918499947,9,9.8939,0.0985,0
5.727799892,6.723800182,9,6.4807,0.0982,0
17.59410095,6.030900002,2,20.1424,0.4367,0.0133
12.12129974,19.33180046,8,12.7189,0.1191,0
6.9375,4.864299774,9,8.1513,0.0946,0
5.431399822,17.08359909,6,5.7326,0.1579,0.0002
8.710800171,18.89819908,8,9.1496,0.119,0
9.228500366,11.79679966,8,9.9538,0.1159,0
9.421299934,6.991300106,7,10.6171,0.1268,0
18.45289993,5.699299812,5,21.2628,0.1736,0.0002
3.907399893,1.693699956,6,5.5358,0.1176,0.0001
8.024499893,4.241399765,9,9.6051,0.0928,0
15.82279968,4.559299946,1,18.7513,0.8438,0.2881
3.201999903,13.90880013,4,3.4177,0.2342,0.0041
8.87100029,6.458399773,5,10.0798,0.176,0.0003
2.692399979,5.034800053,10,3.1495,0.0855,0
11.78989983,12.89050007,5,12.6428,0.1865,0.0003
1.51030004,19.61260033,5,1.5837,0.1907,0.0026
1.085600019,14.29609966,4,1.1569,0.2346,0.0123
18.58720016,4.108399868,8,22.3498,0.104,0
16.51740074,1.369699955,5,24.6108,0.1342,0.0001
15.1310997,7.27339983,3,16.9844,0.297,0.003
15.33180046,5.372499943,7,17.7911,0.1231,0
7.735599995,2.956500053,6,9.8007,0.1315,0.0001
16.24699974,3.444299936,3,20.0663,0.2699,0.0021
15.23970032,17.91670036,2,16.0475,0.4748,0.0202
1.187299967,8.91629982,9,1.3082,0.1008,0
10.33650017,4.635799885,6,12.2222,0.141,0.0001
11.76729965,6.623799801,7,13.335,0.1261,0
8.933300018,19.1303997,4,9.3781,0.2381,0.0016
3.526599884,13.2184,9,3.7758,0.1038,0
12.26039982,3.765300035,6,14.9337,0.1368,0.0001
8.91380024,2.480700016,3,11.6606,0.2548,0.0031
10.73099995,15.0649004,3,11.4014,0.3137,0.0051
1.021100044,15.63249969,7,1.0827,0.1347,0.0004
11.54990005,16.52669907,7,12.2109,0.1351,0
9.068699837,16.64959908,6,9.5841,0.1577,0.0001
14.07359982,16.43300056,10,14.8834,0.0946,0
10.63910007,12.57439995,9,11.4269,0.1035,0
8.919199944,10.66409969,7,9.6891,0.1315,0
18.66130066,18.82789993,3,19.6048,0.3173,0.0031
19.8239994,10.51019955,9,21.5584,0.1022,0
2.14560008,9.52270031,9,2.3512,0.1014,0
17.25469971,15.48419952,4,18.3051,0.2357,0.0008
1.667700052,12.77530003,2,1.7894,0.466,0.173
7.766900063,11.13430023,2,8.411,0.4617,0.036
2.602799892,11.01850033,7,2.8208,0.1318,0.0001
14.11439991,11.85610008,1,15.2185,0.9274,0.84
3.110699892,6.31400013,4,3.5432,0.2195,0.0034
3.108700037,8.705699921,4,3.4321,0.2264,0.0038
10.86950016,10.66520023,9,11.8077,0.1023,0
8.228199959,2.211499929,5,11.009,0.1495,0.0002
6.560200214,1.32889998,5,9.8485,0.1332,0.0002
9.977899551,0.187299997,7,28.5778,0.0499,0
7.101399899,1.128800035,1,11.1193,0.6387,0.159
10.99810028,0.544499993,5,21.3857,0.1029,0
19.63299942,3.767199993,4,23.912,0.2053,0.0004
1.924700022,19.10460091,9,2.0207,0.1058,0
19.25119972,4.137899876,2,23.1244,0.4163,0.0104
7.997799873,2.41170001,8,10.5192,0.095,0
7.492599964,13.63869953,10,8.0067,0.0936,0
7.421500206,5.545300007,3,8.5792,0.2884,0.0056
18.56839943,0.483500004,3,37.5561,0.1648,0.0004
6.472899914,14.93229961,3,6.8807,0.3136,0.0085
16.34930038,15.01550007,10,17.3739,0.0941,0
