rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.4219,3,8.4579,6.6816,0.0178,0.1675,0.1507,1.4165,0.578052
0.4773,10,13.7465,2.8799,0.0043,0.3516,0.0596,4.8328,0.52268
0.4339,6,1.9729,0.7578,0.0394,1.359,0.0777,2.6812,0.566086
0.6675,6,17.1775,4.2888,0.0386,0.2718,0.663,4.6682,0.332467
0.8885,2,19.0196,10.7031,0.353,0.4465,6.7146,8.4916,0.111489
0.443,8,8.1053,2.2871,0.007,0.4442,0.0567,3.6006,0.557014
0.0243,2,13.9362,286.4603,0,0.0035,0.0001,0.0488,0.975675
0.076,2,5.4477,35.8609,0.0004,0.0282,0.002,0.1539,0.924044
0.4169,7,16.8566,5.7768,0.0031,0.1762,0.0518,2.9698,0.583144
0.8709,5,7.2853,1.673,0.659,1.2568,4.8013,9.1561,0.129052
0.9316,7,3.3825,0.5187,3.2583,5.1864,11.0213,17.5429,0.068355
0.7428,2,14.9088,10.0353,0.1259,0.2256,1.8771,3.3627,0.257183
0.9274,6,16.0054,2.8764,0.6491,0.9967,10.3884,15.9528,0.072605
0.0449,1,4.6158,102.81,0.0005,0.0102,0.0021,0.047,0.955104
0.7091,2,5.2781,3.7217,0.2806,0.5493,1.481,2.8992,0.290902
0.6471,8,18.2575,3.5267,0.0245,0.308,0.4471,5.6241,0.35288
0.2312,3,17.7371,25.5767,0.0012,0.0403,0.0207,0.7141,0.768838
0.2641,6,11.5359,7.2787,0.0008,0.1382,0.0093,1.5942,0.735851
0.0505,2,8.5738,84.8365,0.0001,0.0119,0.0007,0.1018,0.949469
0.0335,10,11.0501,32.9912,0,0.0303,0,0.3349,0.966506
0.5298,5,1.057,0.399,0.2228,2.7291,0.2355,2.8846,0.470183
0.3436,8,10.0939,3.6716,0.0016,0.274,0.0164,2.7656,0.656355
0.2904,5,3.7045,2.5512,0.0052,0.3972,0.0194,1.4715,0.709583
0.9122,7,2.2021,0.3449,3.5808,6.4805,7.8853,14.2706,0.087807
0.9156,4,8.2049,2.2402,1.0934,1.5398,8.9714,12.634,0.084355
0.114,9,19.4476,18.9625,0,0.0527,0.0001,1.0256,0.886047
0.9039,3,11.0897,4.0898,0.7046,0.9492,7.8143,10.5259,0.096147
0.5591,8,4.4883,1.0035,0.0429,1.0394,0.1925,4.6652,0.440905
0.8716,1,2.1549,2.4725,2.7445,3.1489,5.914,6.7856,0.128443
0.9213,4,10.364,2.8124,0.9455,1.3011,9.7994,13.4845,0.078736
0.0066,6,14.6332,371.6283,0,0.0027,0,0.0394,0.993437
0.0157,3,6.0431,128.2575,0,0.0078,0,0.0471,0.984294
0.7711,8,9.1155,1.4777,0.1591,0.8358,1.45,7.6187,0.228912
0.1274,6,9.7196,12.716,0.0001,0.0787,0.0005,0.7649,0.872606
0.8549,2,9.2232,5.3944,0.5089,0.6943,4.6938,6.4036,0.145107
0.5892,8,17.86,3.7893,0.0144,0.2783,0.2579,4.9711,0.410848
0.3784,5,14.0296,7.4153,0.004,0.1388,0.0555,1.9475,0.621602
0.6098,7,15.0002,3.5142,0.0236,0.3082,0.3543,4.6228,0.390217
0.3458,1,10.2323,29.5888,0.0179,0.0517,0.1828,0.5286,0.654184
0.3522,8,7.2922,2.5882,0.0025,0.3889,0.0184,2.836,0.64781
0.3483,4,8.0745,5.7961,0.0068,0.1793,0.0546,1.4477,0.651728
0.2615,4,3.8011,3.6339,0.0051,0.2803,0.0195,1.0655,0.7385
0.5169,10,6.0173,1.164,0.0156,0.8747,0.0937,5.263,0.483069
0.6432,8,2.552,0.496,0.1689,2.1852,0.431,5.5765,0.356804
0.7261,7,17.1616,3.3764,0.0591,0.3553,1.015,6.0979,0.27388
0.4912,7,19.3268,5.6205,0.0059,0.1838,0.1145,3.5531,0.508765
0.0465,6,5.4197,19.4427,0,0.0514,0,0.2788,0.953541
0.5662,8,7.2112,1.5921,0.0286,0.6567,0.2063,4.7357,0.433824
0.448,7,16.4371,5.2417,0.0044,0.1952,0.073,3.2088,0.552022
0.7233,8,8.8913,1.5366,0.1028,0.7536,0.9144,6.7009,0.276695
0.7532,7,9.265,1.7572,0.1408,0.7099,1.3046,6.5774,0.246752
0.4908,7,9.7009,2.8239,0.0117,0.3659,0.1139,3.5492,0.509242
0.8405,4,15.7814,4.694,0.2293,0.4424,3.6193,6.9813,0.159495
0.8977,5,4.418,0.9843,1.5214,2.5373,6.7216,11.2098,0.10235
0.0968,8,19.8634,25.6576,0,0.039,0.0001,0.7742,0.903228
0.5522,8,11.8118,2.6738,0.0152,0.3892,0.1798,4.5973,0.447804
0.121,3,12.309,33.9128,0.0002,0.0297,0.0029,0.3659,0.879013
0.9698,7,17.9395,2.6425,1.635,2.0135,29.3316,36.1205,0.030162
0.6771,10,12.5092,1.8474,0.0398,0.5811,0.4974,7.2687,0.322873
0.1514,4,19.1936,31.7,0.0002,0.0317,0.003,0.6085,0.848631
0.8973,4,18.8693,5.257,0.3665,0.5567,6.9151,10.5044,0.102667
0.4111,2,13.098,15.932,0.0147,0.0775,0.1924,1.0145,0.58894
0.735,1,1.9813,2.6955,1.0292,1.4001,2.0391,2.7741,0.264964
0.4548,10,12.8556,2.8268,0.0035,0.3573,0.0455,4.5933,0.545219
0.6681,6,16.5456,4.1276,0.0403,0.2825,0.6661,4.6746,0.33192
0.7081,1,9.6449,13.6202,0.1781,0.2516,1.7181,2.4262,0.291868
0.6518,6,14.0429,3.5905,0.0412,0.3198,0.5792,4.4903,0.348152
0.8946,10,15.6666,1.7513,0.359,0.93,5.6238,14.5694,0.105439
0.3224,5,2.1559,1.3375,0.0136,0.7612,0.0292,1.6412,0.677613
0.8635,5,16.941,3.9238,0.2601,0.5149,4.4061,8.7235,0.136505
0.4495,9,18.9415,4.6818,0.0027,0.2163,0.0509,4.0967,0.550466
0.6685,6,6.8545,1.709,0.0975,0.6826,0.6683,4.6791,0.331538
0.64,10,16.7523,2.6174,0.0205,0.4025,0.3426,6.743,0.359961
0.8952,4,5.4566,1.5238,1.2325,1.8887,6.725,10.3059,0.104783
0.2907,9,16.909,6.4631,0.0003,0.1551,0.0056,2.6218,0.709308
0.2399,4,7.5068,7.824,0.0019,0.1297,0.0144,0.9739,0.760136
0.7914,2,3.1216,1.9721,0.8661,1.3732,2.7038,4.2867,0.208553
0.337,5,11.2713,6.6894,0.0031,0.1526,0.0348,1.7198,0.663012
0.9785,9,9.6618,1.0971,4.3783,5.2898,42.302,51.1089,0.021454
0.8378,6,14.0701,2.7991,0.2259,0.5832,3.1786,8.2052,0.162229
0.8376,3,5.2847,2.103,0.7061,1.1817,3.7318,6.2447,0.162355
0.7381,8,12.5739,2.1294,0.0837,0.5534,1.053,6.958,0.261875
0.4569,1,9.9006,21.6671,0.0388,0.085,0.3845,0.8414,0.543058
0.9568,10,7.8508,0.8205,2.3976,3.6164,18.8232,28.3913,0.043189
0.2303,6,6.9969,5.0637,0.0008,0.1982,0.0053,1.3871,0.769706
0.1636,2,15.163,46.3505,0.0009,0.0225,0.0142,0.3413,0.836431
0.3104,10,12.8103,4.1277,0.0005,0.2427,0.006,3.1095,0.689647
0.8572,1,2.5142,2.9329,2.0473,2.3883,5.1474,6.0047,0.142762
0.3117,5,17.2481,11.0678,0.0015,0.0918,0.0256,1.584,0.68832
0.6939,9,4.9461,0.792,0.1288,1.3915,0.6373,6.8823,0.306113
0.2639,2,5.5605,10.5362,0.0093,0.1043,0.052,0.5797,0.736123
0.0649,5,15.5853,48.005,0,0.0208,0.0001,0.3247,0.935068
0.8147,5,3.7624,0.9236,0.7053,1.788,2.6537,6.7273,0.185289
0.9253,7,14.4404,2.2295,0.6792,1.1277,9.8079,16.2848,0.074731
0.6832,4,14.805,5.4172,0.0639,0.2485,0.9465,3.6795,0.316763
0.8714,7,1.9484,0.3194,2.3011,5.4317,4.4834,10.5832,0.128604
0.3629,2,16.4981,22.7295,0.0079,0.0519,0.1311,0.8569,0.637077
0.4695,5,18.2723,7.7832,0.0075,0.136,0.1374,2.4851,0.530466
0.0748,1,2.1819,29.1778,0.0028,0.037,0.006,0.0808,0.925221
0.8338,7,15.3472,2.6296,0.1894,0.5697,2.9068,8.7431,0.166242
0.9705,5,7.1483,1.4732,4.2713,4.9501,30.5323,35.3847,0.029523
0.4541,7,18.6777,5.8756,0.0042,0.1744,0.0779,3.2568,0.545879
0.5855,6,6.8137,1.9396,0.0478,0.5633,0.3255,3.8384,0.414522
0.2748,3,8.8846,10.7781,0.004,0.0968,0.0357,0.86,0.725226
0.5422,7,9.6402,2.5402,0.0196,0.4132,0.1887,3.9838,0.457842
0.0221,1,17.0017,769.3979,0,0.0013,0.0005,0.0226,0.977903
0.5029,6,2.8075,0.9304,0.0548,1.1296,0.1537,3.1713,0.497069
0.7828,5,15.523,3.9659,0.127,0.3792,1.9716,5.8857,0.217178
0.3734,6,16.6353,7.4256,0.0024,0.1371,0.04,2.2803,0.626625
0.8322,8,4.1991,0.6308,0.6507,2.2361,2.7324,9.3896,0.167845
0.7554,10,3.7545,0.497,0.292,2.3039,1.0964,8.65,0.244641
0.7119,8,5.5843,0.9805,0.147,1.1669,0.821,6.5162,0.288095
0.6502,8,8.0297,1.5438,0.0573,0.7051,0.4601,5.6614,0.349836
0.5586,6,8.3337,2.4864,0.0308,0.4329,0.2564,3.6081,0.441391
0.4116,3,15.2305,12.334,0.0091,0.0901,0.138,1.3729,0.588389
0.6817,3,10.2496,5.0121,0.1037,0.3032,1.0625,3.1075,0.318347
0.9492,6,17.4537,3.0647,0.9276,1.2539,16.1908,21.8859,0.050814
0.3914,9,9.0788,2.5773,0.0027,0.3907,0.0248,3.5474,0.608598
0.1812,6,6.2954,5.7917,0.0003,0.173,0.002,1.089,0.81884
0.0773,3,17.0594,73.5449,0,0.0136,0.0008,0.2327,0.92268
0.7377,5,8.7722,2.3782,0.1515,0.572,1.3293,5.0179,0.262276
0.5361,2,4.2173,3.9333,0.111,0.3652,0.4681,1.5403,0.463901
0.9141,2,13.9937,7.6543,0.6677,0.7983,9.3429,11.1711,0.085897
0.5498,1,17.4136,31.6735,0.0386,0.0701,0.6714,1.2212,0.450216
0.8737,6,18.5841,3.5451,0.257,0.5391,4.7768,10.019,0.12631
0.7139,8,19.1412,3.3516,0.0437,0.3421,0.8365,6.5477,0.286107
0.1012,9,19.8542,21.8065,0,0.0459,0,0.9105,0.898837
0.5155,9,16.0715,3.4637,0.0066,0.2953,0.1067,4.7466,0.484451
0.1056,6,13.7231,21.6552,0,0.0462,0.0002,0.634,0.894382
0.6616,6,2.3519,0.5925,0.2678,1.9557,0.6299,4.5995,0.3384
0.3737,3,16.3902,14.6202,0.006,0.0744,0.0986,1.2197,0.626312
0.6567,2,2.6518,2.0189,0.3922,0.8876,1.0402,2.3536,0.343255
0.5727,7,14.757,3.6813,0.0171,0.2887,0.2517,4.2604,0.427331
0.6317,5,5.9602,1.8872,0.0928,0.6227,0.5529,3.7112,0.368339
0.0036,5,16.5991,909.7453,0,0.0011,0,0.0182,0.996351
0.4211,10,18.1324,4.3057,0.0016,0.2339,0.0299,4.2412,0.578875
0.3046,8,10.488,4.3036,0.0009,0.2332,0.0093,2.4463,0.695372
0.8921,10,5.1865,0.5814,1.0466,2.7667,5.4283,14.3497,0.107858
0.4036,4,6.4629,4.0028,0.0147,0.2646,0.0952,1.7098,0.596355
0.5221,8,12.3508,2.9572,0.0107,0.3489,0.1328,4.3093,0.477932
0.7219,8,5.4527,0.9442,0.1655,1.2246,0.9024,6.6776,0.278095
0.2267,1,2.8603,12.6151,0.0232,0.1025,0.0665,0.2932,0.773265
0.6269,3,11.4478,6.087,0.0625,0.2268,0.7154,2.5961,0.373101
0.4386,8,5.5038,1.5686,0.0098,0.6473,0.054,3.5626,0.561422
0.1355,2,10.4222,38.4484,0.0008,0.0268,0.0087,0.2797,0.864465
0.4348,4,19.9206,11.455,0.0064,0.0937,0.127,1.866,0.565243
0.8673,5,11.0047,2.5378,0.418,0.812,4.5997,8.936,0.132742
0.9153,1,2.6475,2.8925,3.7352,4.0809,9.8889,10.8042,0.084716
0.2472,6,13.9018,9.3737,0.0005,0.1072,0.0071,1.4902,0.752822
0.8311,9,9.9156,1.3256,0.2612,1.0156,2.5899,10.0703,0.168852
0.9592,2,5.0685,2.6421,4.366,4.7445,22.1291,24.0475,0.040805
0.4624,5,3.1974,1.3828,0.0402,0.7634,0.1286,2.4408,0.53756
0.6491,7,10.6312,2.3397,0.0476,0.475,0.506,5.0498,0.35088
0.7465,7,1.5032,0.2877,0.8148,4.2909,1.2247,6.4501,0.253524
0.8778,7,4.5587,0.7419,1.0659,2.4138,4.859,11.0037,0.122193
0.8559,2,10.4284,6.0919,0.4547,0.6188,4.7415,6.4533,0.144075
0.3243,5,11.0846,6.8366,0.0027,0.149,0.0299,1.6513,0.67573
0.0269,10,12.9503,48.0868,0,0.0208,0,0.2693,0.973069
0.2388,1,2.8791,12.0557,0.026,0.109,0.0749,0.3137,0.761183
0.6372,5,2.9749,0.9337,0.1945,1.2656,0.5787,3.7649,0.362758
0.1462,3,12.9706,29.5799,0.0004,0.0342,0.0051,0.4436,0.853835
0.5343,8,4.6336,1.084,0.0324,0.955,0.1504,4.425,0.46567
0.7986,10,4.4178,0.5532,0.3913,2.1989,1.7286,9.7143,0.201428
0.6135,2,1.3304,1.0842,0.5877,1.51,0.7819,2.009,0.386479
0.379,8,10.7318,3.5399,0.0024,0.2849,0.0262,3.0579,0.621037
0.6461,8,2.5387,0.4911,0.1745,2.2105,0.4429,5.6119,0.353885
0.954,9,15.0475,1.7525,1.1718,1.7424,17.6326,26.219,0.045953
0.3575,4,1.348,0.9426,0.0447,1.1055,0.0602,1.4903,0.642485
0.1774,8,5.0457,3.5543,0.0002,0.2815,0.0008,1.4204,0.82255
0.7554,4,12.761,4.2235,0.1319,0.3687,1.6832,4.7046,0.244649
0.2428,8,13.625,7.0135,0.0002,0.1428,0.0033,1.946,0.757163
0.7076,7,2.7402,0.5532,0.3129,2.1205,0.8574,5.8106,0.292396
0.087,7,12.3238,20.2277,0,0.0494,0.0001,0.6093,0.912964
0.7707,9,12.005,1.7307,0.1134,0.6912,1.361,8.2976,0.22927
0.8432,8,18.4917,2.7414,0.1672,0.532,3.092,9.8373,0.156834
0.2678,2,18.5785,34.6885,0.0029,0.0317,0.0542,0.5898,0.73221
0.5438,4,17.2121,7.9135,0.0185,0.1449,0.3192,2.4942,0.456243
0.6166,7,14.0846,3.2634,0.0268,0.3332,0.3769,4.6929,0.383431
0.0739,2,1.9733,13.3546,0.0009,0.0758,0.0018,0.1496,0.926119
0.9077,5,8.7944,1.9377,0.8809,1.397,7.747,12.2855,0.092296
0.3743,5,1.091,0.583,0.0487,1.7639,0.0531,1.9245,0.625727
0.7328,9,3.4233,0.5191,0.2722,2.1988,0.932,7.5273,0.267191
0.8945,7,13.8798,2.2168,0.4369,0.888,6.0646,12.3257,0.105545
0.2626,7,3.6781,2.0009,0.0018,0.5015,0.0064,1.8446,0.7374
0.2959,5,8.5752,5.7966,0.0024,0.175,0.0209,1.5002,0.704132
0.575,2,1.5537,1.351,0.3905,1.1307,0.6067,1.7567,0.424983
0.405,7,1.0056,0.3547,0.045,2.8641,0.0452,2.8801,0.595014
0.2334,4,18.3798,19.6908,0.0007,0.0515,0.0131,0.9465,0.766645
0.4165,4,5.0139,3.0099,0.0214,0.3537,0.1074,1.7732,0.583547
0.1144,1,19.6179,171.5106,0.0008,0.0066,0.0148,0.1292,0.885617
0.3462,4,6.6295,4.7874,0.0081,0.2169,0.0534,1.4382,0.653803
0.4865,6,5.4085,1.853,0.0243,0.564,0.1314,3.0502,0.513526
0.7346,7,18.9905,3.6933,0.0578,0.3285,1.0969,6.2388,0.265437
0.3377,7,10.8674,4.5969,0.0018,0.2193,0.0196,2.3837,0.662275
0.5994,10,9.0148,1.5039,0.0251,0.6901,0.2264,6.2207,0.400566
0.9541,7,16.1331,2.4156,1.1186,1.5326,18.0467,24.7253,0.045915
0.6394,5,18.8229,5.8881,0.0313,0.2011,0.5888,3.7856,0.360642
0.7475,3,13.1631,5.87,0.1321,0.3024,1.7386,3.981,0.252517
0.6867,1,6.909,10.0616,0.2178,0.3172,1.5049,2.1915,0.313329
0.3339,3,1.2814,1.2791,0.0527,0.8345,0.0675,1.0693,0.666056
0.4106,6,17.0634,6.9258,0.0036,0.1479,0.0607,2.5244,0.589377
0.8617,1,6.4751,7.5141,0.8294,0.9624,5.3702,6.2319,0.138276
0.2705,10,10.0441,3.7131,0.0003,0.2696,0.003,2.708,0.729495
0.5894,2,10.441,8.8569,0.0639,0.1768,0.6672,1.8461,0.410572
0.7188,6,3.9986,0.9272,0.2585,1.337,1.0336,5.3462,0.281231
0.7141,3,17.383,8.1137,0.0777,0.2009,1.3498,3.4923,0.285861
0.6542,9,10.6362,1.8066,0.0407,0.5943,0.4333,6.3208,0.345841
0.4495,3,11.5586,8.5707,0.0164,0.1331,0.1893,1.5379,0.550458
0.1248,8,14.1495,14.1687,0,0.0706,0.0002,0.9988,0.875169
0.354,3,14.5758,13.7231,0.0056,0.0785,0.0821,1.1442,0.645954
0.2815,7,11.8862,6.0325,0.0007,0.1665,0.0087,1.9791,0.718519
0.9089,8,14.4403,1.9859,0.507,1.0105,7.321,14.5924,0.091086
0.5805,4,2.7714,1.1936,0.154,0.9918,0.4268,2.7487,0.419532
0.3464,1,13.3519,38.5465,0.0137,0.0397,0.1836,0.53,0.653616
0.2369,8,18.4791,9.7487,0.0002,0.1027,0.0029,1.8985,0.763057
0.7278,7,4.2517,0.8346,0.2424,1.4407,1.0307,6.1253,0.272202
0.928,5,7.3541,1.585,1.457,2.0879,10.7151,15.3549,0.072033
0.2717,6,9.1189,5.5933,0.0011,0.1799,0.0105,1.6408,0.728278
0.7456,8,8.0843,1.3553,0.14,0.8779,1.1317,7.0969,0.254357
0.9321,6,8.0176,1.4336,1.4113,2.1088,11.315,16.9075,0.067926
0.4002,4,5.1218,3.1992,0.018,0.3306,0.0921,1.6931,0.599764
0.2262,5,5.8939,5.2101,0.0013,0.1932,0.0075,1.1388,0.773751
0.6733,8,16.8556,3.1293,0.0339,0.3535,0.5715,5.9579,0.326697
0.3132,2,9.1224,14.5612,0.0093,0.078,0.0848,0.7113,0.686756
0.1208,6,17.5328,24.1874,0,0.0414,0.0004,0.7253,0.879188
0.3218,7,6.8035,3.0204,0.0023,0.3334,0.0158,2.2683,0.678217
0.0263,8,15.9312,75.8,0,0.0132,0,0.2102,0.973728
0.9284,4,13.8097,3.7185,0.8001,1.0691,11.0497,14.7635,0.071561
0.6039,10,5.7802,0.9572,0.041,1.0857,0.2369,6.2755,0.396146
0.1858,3,4.5834,8.2244,0.0023,0.1239,0.0105,0.5678,0.814235
0.4515,7,15.9336,5.0412,0.0048,0.2031,0.0758,3.2364,0.548479
0.6004,9,3.6826,0.6815,0.0694,1.5368,0.2556,5.6593,0.399588
0.2541,7,13.2911,7.471,0.0004,0.1343,0.0056,1.7846,0.745852
0.4613,8,10.0788,2.7313,0.0069,0.373,0.0696,3.7597,0.538739
0.7366,2,19.4699,13.2152,0.0922,0.1679,1.7961,3.2694,0.263351
0.4175,5,2.2034,1.0554,0.0378,0.9853,0.0833,2.171,0.582458
0.8671,8,4.2271,0.6094,0.9721,2.6131,4.1091,11.0459,0.132896
0.307,9,4.7444,1.7173,0.0015,0.5838,0.0073,2.77,0.693038
0.3099,8,11.6313,4.6919,0.0009,0.214,0.0101,2.4891,0.690121
0.2338,3,8.1939,11.6806,0.0026,0.0882,0.0214,0.7229,0.766168
0.1288,6,5.9843,7.7463,0.0001,0.1292,0.0005,0.7731,0.871244
0.8972,10,7.1442,0.7963,0.8185,2.0743,5.8472,14.8191,0.102814
0.7401,5,7.4935,2.0251,0.1809,0.6747,1.3559,5.0562,0.259943
0.1689,10,5.3352,3.1586,0.0001,0.3167,0.0003,1.6894,0.831088
0.1158,5,4.693,8.1078,0.0001,0.1235,0.0006,0.5795,0.884234
0.9219,5,6.4513,1.3996,1.4968,2.2113,9.6565,14.2658,0.078127
0.2367,8,4.6165,2.4384,0.0006,0.4107,0.0029,1.8961,0.763343
0.108,9,9.668,9.9432,0,0.1006,0.0001,0.9724,0.891964
0.7954,4,11.718,3.683,0.2023,0.4738,2.3702,5.5519,0.204583
0.0866,5,9.9487,22.9787,0,0.0435,0.0002,0.4332,0.913409
0.1498,10,11.5448,7.7081,0,0.1297,0.0002,1.4979,0.850225
0.2021,1,3.092,15.3007,0.0166,0.0819,0.0512,0.2533,0.797918
0.5256,5,16.1584,6.1483,0.0141,0.1767,0.2271,2.8552,0.474378
0.6125,7,14.5283,3.3884,0.025,0.3201,0.3633,4.651,0.387471
0.4701,4,19.3072,10.2668,0.009,0.1064,0.1735,2.0541,0.529864
0.3676,4,18.8666,12.8325,0.0035,0.0815,0.0667,1.537,0.632446
0.5549,5,13.3477,4.8107,0.0219,0.2298,0.2921,3.0667,0.445087
0.7365,10,16.1916,2.1984,0.0558,0.5107,0.9041,8.2692,0.263495
0.3291,4,10.9168,8.2933,0.0041,0.1246,0.0444,1.3607,0.670914
0.7866,9,18.1104,2.5582,0.0884,0.4793,1.6015,8.6807,0.213418
0.5225,3,14.3537,9.1579,0.0233,0.1325,0.3338,1.9012,0.477547
0.211,7,19.5495,13.2384,0.0001,0.0757,0.0025,1.4792,0.789039
0.4986,6,8.8713,2.9654,0.0166,0.3539,0.1475,3.1391,0.501401
0.4069,3,13.3015,10.8961,0.01,0.1017,0.1326,1.3533,0.593081
0.958,7,17.4787,2.6064,1.1482,1.5318,20.0684,26.7746,0.041975
0.804,5,9.3222,2.3191,0.257,0.6882,2.3954,6.4152,0.196038
0.8913,4,8.6526,2.427,0.7386,1.1506,6.391,9.9561,0.108729
0.4419,5,1.7773,0.8043,0.0596,1.3029,0.1059,2.3156,0.558056
0.782,2,17.7594,11.3545,0.1415,0.2295,2.5124,4.0765,0.21796
0.7992,1,16.8393,21.0702,0.1889,0.2364,3.1809,3.9801,0.200801
0.0603,9,7.2269,13.311,0,0.0751,0,0.5429,0.939675
0.8707,6,13.2344,2.5334,0.3479,0.7427,4.6048,9.8287,0.129339
0.8055,9,16.4666,2.2713,0.1187,0.559,1.955,9.2048,0.194467
0.496,3,15.5396,10.4435,0.0176,0.1133,0.273,1.761,0.504009
0.6996,8,12.545,2.2414,0.0583,0.5044,0.7313,6.3282,0.30039
0.9377,3,5.2292,1.8589,2.5589,3.0969,13.3811,16.1942,0.062301
0.2302,5,11.6059,10.0849,0.0007,0.0998,0.008,1.1588,0.769835
0.7093,6,6.4717,1.5207,0.147,0.8046,0.9513,5.207,0.290724
0.1436,2,15.042,52.3757,0.0007,0.0198,0.0101,0.2973,0.856403
0.6533,7,5.677,1.2414,0.0926,0.8981,0.5255,5.0987,0.346688
0.1482,3,7.4169,16.68,0.0007,0.0607,0.0053,0.45,0.85178
0.2696,7,8.7931,4.6589,0.0008,0.2155,0.0072,1.8946,0.730376
0.8674,10,16.1371,1.8604,0.2398,0.7773,3.869,12.5428,0.132615
0.2934,4,8.3529,7.1178,0.0035,0.144,0.0293,1.2028,0.706621
0.0426,6,4.8738,19.0643,0,0.0525,0,0.2557,0.957392
0.5232,4,12.2711,5.8632,0.022,0.1926,0.2705,2.3633,0.476777
0.9867,8,18.7344,2.3734,3.7904,4.2118,71.0117,78.9052,0.013304
0.8994,9,1.3911,0.1719,4.4477,10.2666,6.1872,14.2818,0.100597
0.2869,10,11.185,3.899,0.0004,0.2568,0.004,2.8727,0.713134
0.8319,3,5.7819,2.3168,0.6113,1.0429,3.5345,6.0302,0.168108
0.7579,6,17.7218,3.8972,0.0826,0.3392,1.4637,6.011,0.242123
0.7785,6,14.7852,3.1653,0.1197,0.4356,1.7693,6.4404,0.221486
0.6452,3,11.2934,5.835,0.0722,0.2436,0.8158,2.7513,0.354848
0.0731,7,5.8116,11.362,0,0.088,0,0.5115,0.926929
0.0779,7,9.4721,17.3699,0,0.0576,0,0.5454,0.922098
0.0035,4,15.8882,1146.2569,0,0.0009,0,0.0139,0.996535
0.7723,1,15.3763,19.911,0.1703,0.2205,2.6186,3.3908,0.227747
0.1398,2,8.9552,32.0225,0.001,0.0323,0.0094,0.289,0.860173
0.9844,6,1.3421,0.2272,44.9372,49.3379,60.3102,66.2164,0.015632
0.9126,7,13.9127,2.1778,0.5707,1.0299,7.9407,14.3291,0.087364
0.7136,10,11.3453,1.5899,0.0632,0.6922,0.7171,7.8529,0.286423
0.4409,5,1.4175,0.6431,0.0739,1.6289,0.1048,2.309,0.559149
0.1555,8,2.1732,1.747,0.0002,0.5726,0.0004,1.2444,0.844502
0.61,6,12.4303,3.3961,0.0325,0.3269,0.4035,4.0637,0.38997
0.4052,8,12.3464,3.8091,0.0029,0.2655,0.0364,3.2777,0.594838
0.4005,7,6.5123,2.3232,0.0066,0.437,0.0429,2.8461,0.599541
0.4101,10,12.791,3.1187,0.002,0.3227,0.0259,4.1273,0.589861
0.4653,10,18.8722,4.0561,0.0027,0.2493,0.0517,4.7044,0.534724
0.1737,10,9.26,5.3321,0,0.1876,0.0003,1.737,0.826335
0.9586,8,18.163,2.3684,1.1113,1.5335,20.1844,27.8531,0.041406
0.2078,1,16.5055,79.4435,0.0033,0.0159,0.0545,0.2623,0.792236
0.6136,10,16.0289,2.6122,0.0163,0.3992,0.2619,6.3982,0.386372
0.2364,2,18.2007,38.4999,0.0021,0.0281,0.0383,0.511,0.763626
0.0708,9,10.4023,16.3203,0,0.0613,0,0.6374,0.929179
0.1485,10,7.6113,5.1265,0,0.1951,0.0002,1.4849,0.851529
0.456,2,9.5503,10.4726,0.0281,0.1236,0.2685,1.1804,0.544035
0.2012,10,14.0178,6.9672,0,0.1436,0.0007,2.0126,0.798803
0.2083,9,3.8722,2.0652,0.0003,0.4845,0.0011,1.8761,0.791669
0.473,9,19.8871,4.6718,0.0034,0.2174,0.0667,4.3235,0.527018
0.1588,5,18.4458,23.2328,0.0001,0.0432,0.002,0.796,0.841209
0.5667,6,15.7947,4.6455,0.0174,0.2327,0.2756,3.6756,0.43333
0.8579,9,18.3244,2.3732,0.1936,0.615,3.5477,11.2692,0.142058
0.5626,5,3.0962,1.1006,0.1007,1.0093,0.3119,3.1251,0.437355
0.1542,5,8.5839,11.1309,0.0002,0.0901,0.0018,0.773,0.845765
0.222,5,1.3493,1.2158,0.0052,0.8277,0.007,1.1168,0.778046
0.0221,9,6.1196,30.7741,0,0.0325,0,0.1989,0.977905
0.4394,7,3.486,1.1333,0.0191,0.9015,0.0665,3.1425,0.560567
0.6401,2,16.1927,12.6495,0.0575,0.1366,0.9313,2.2114,0.35995
0.9468,6,11.7339,2.0655,1.3066,1.7907,15.3311,21.0121,0.053168
0.7189,1,13.7279,19.0969,0.1339,0.1863,1.838,2.5569,0.281144
0.2659,10,2.2885,0.8605,0.0012,1.1633,0.0027,2.6622,0.734057
0.0796,9,5.3596,7.4797,0,0.1337,0,0.7166,0.920383
0.9117,3,8.735,3.1936,0.9984,1.3116,8.7214,11.4566,0.088283
0.4819,3,1.2291,0.8501,0.1992,1.3755,0.2449,1.6906,0.518084
0.8454,5,1.22,0.2886,2.9632,6.4279,3.6151,7.842,0.154603
0.7019,8,10.5314,1.8754,0.071,0.6042,0.7475,6.363,0.298063
0.1776,4,17.3736,24.4504,0.0003,0.0412,0.0051,0.7157,0.822358
0.8606,10,3.8121,0.443,0.9305,3.188,3.5472,12.1531,0.139408
0.1216,2,12.9812,53.3569,0.0005,0.0192,0.0065,0.2498,0.878355
0.0016,7,13.0142,1132.7204,0,0.0009,0,0.0115,0.998359
0.1963,4,2.4052,3.0637,0.003,0.3294,0.0072,0.7923,0.803733
